Name,Reach,Region,SubRegion,UseRegion,MinRelease,MaxRelease,MinVolume,MaxVolume,BaseVolume,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
res5804240,14050001011085,Div6,Dist58,False,98640.0,81957510.0,18038790.0,121869720.0,102056437.5,0.803096904103,0.860448024163,0.916727913416,0.998781776995,0.995573739765,1.0,0.78256147362,0.581632459781,0.539735029632,0.608443838012,0.612845277049,0.730410269318
res4403728,14050002001455,Div6,Dist44,True,-1.0,-1.0,-1.0,-1.0,1346850.94889,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res4403911,14050002001448,Div6,Dist44,True,-1.0,-1.0,-1.0,-1.0,6678135.95489,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res4404139,14050001008572,Div6,Dist44,True,-1.0,-1.0,-1.0,-1.0,477009.711064,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res4404640,14050001002576,Div6,Dist44,True,-1.0,-1.0,-1.0,-1.0,505069.105832,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5503555,14050002005802,Div6,Dist55,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5703509,14050001010173,Div6,Dist57,True,-1.0,-1.0,-1.0,-1.0,582042.205431,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803754,14050001002568,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,8678933.77098,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803786,14050001002588,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,3343105.80147,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803856,14050001002559,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,11889389.4948,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804359,14050001002453,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,4581363.11985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804360,14050001002422,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,17076255.9374,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804364,14050001002450,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,16929016.8368,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804374,14050001002442,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,3924515.50608,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804375,14050001002455,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,8033025.3808,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804377,14050001002428,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,14140045.3572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803783,14050001002601,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,5415002.88956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5803776,14050001002593,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,3343105.80147,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5703667,14050001002561,Div6,Dist57,True,-1.0,-1.0,-1.0,-1.0,1596502.77267,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804356,14050001002500,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,5523392.19374,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5703605,14050001009030,Div6,Dist57,True,-1.0,-1.0,-1.0,-1.0,349225.323259,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5703586,14050001002516,Div6,Dist57,True,-1.0,-1.0,-1.0,-1.0,931267.52869,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res5804379,14050001002439,Div6,Dist58,True,-1.0,-1.0,-1.0,-1.0,4715896.96493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res4403724,14050001002443,Div6,Dist44,True,-1.0,-1.0,-1.0,-1.0,7773603.34724,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
res4403698,14050001002533,Div6,Dist44,True,-1.0,-1.0,-1.0,-1.0,1369977.22146,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
