Name,CalYear,Region,SubRegion,CropType,IrrigType,LandSize,DecreedRate,ParcelRatioToDiv,ElementIDs
par65801552,2010,Div6,Dist58,1,1,4254047.24,5800920=1.34131427187,5800920=0.627765086406,41295; 41454; 41451; 41450; 41449; 41448; 41447; 41446; 41444; 41443; 41442; 41440; 41307; 41301; 41298; 41297; 41296; 17419; 41294; 41292; 41291; 41290; 41289; 41288; 41287; 41286; 41266; 41265; 41264; 41453; 41455; 41261; 41458; 77780; 71772; 71770; 71769; 41569; 41502; 41501; 41498; 41497; 41490; 41483; 41482; 41481; 41479; 41476; 41475; 41474; 41473; 41472; 41471; 41470; 41469; 41468; 41466; 41465; 41463; 41461; 41262; 77781; 40038; 40039; 39852; 40037; 40036; 40009; 40016; 40033; 40018; 40032; 40031; 40019; 40029; 40028; 41259; 40026; 40025; 40023; 40024; 39840; 40043; 40044; 41258; 40046; 39847; 40042; 39843; 39842; 41460; 41257; 40041; 40045; 39855; 39835; 39834; 40010; 39841; 40049; 40048; 41256; 16987; 40006; 41260; 39836; 75922; 40021; 41485; 75921; 40034; 41389; 41459; 71761; 41457; 40035; 39996; 41478; 41267; 41505; 41445; 41480; 71771; 40027; 41456; 41441; 40112; 40020; 40030; 39844
par65800153,2010,Div6,Dist58,1,1,2378003.501,5800863=0.3396,5800863=1.0,76824; 7120; 69786; 6755; 6756; 69779; 63181; 8368; 8218; 6142; 6762; 7155; 6761; 6758; 8225; 6736; 6752; 6735; 6725; 6754; 7123; 7124; 6785; 6451; 6415; 6553; 69785; 6636; 7131; 69780; 6589; 6767; 7127; 6786; 6734; 6765; 6419; 7125; 63154; 6459; 1054
par65800378,2010,Div6,Dist58,1,1,1872819.127,5800643=0.379996910928,5800643=0.744315558923,2822; 10822; 10961; 36480; 10879; 10857; 10974; 10854; 10851; 10855; 9214; 75336; 9221; 9213; 69953; 74584; 42901; 10972; 70025; 10828; 10858; 10824; 10966; 10951; 10825; 10950; 11003; 10956; 11077; 10973; 70026; 10946; 76829; 10818
par65800163,2010,Div6,Dist58,1,1,1701732.513,5804685=0.28033283689,5804685=0.321302431194,11120; 11143; 11115; 11114; 11111; 11125; 10723; 33810; 11095; 11091; 33813; 11090; 33818; 11116; 11110; 10719; 10720; 33802; 11238; 10725; 11085; 11084; 11230; 11122; 11121; 11222; 11220; 10722; 11118; 70046; 11217; 11233; 11214; 10727; 11215; 33821; 11088; 11225; 11227; 33836; 10716; 11270; 10718; 71334; 11226
par65800392,2010,Div6,Dist58,1,1,1581490.961,5800564=0.324413905785,5800564=0.504328592037,76828; 75319; 9097; 9177; 9036; 9195; 9166; 69948; 9170; 75320; 75321; 9073; 9040; 75322; 69947; 9077; 8621; 69939; 9194; 8634; 9067; 9043; 9175; 9172; 76827; 8604; 69940; 8600; 8627; 8611
par65800278,2010,Div6,Dist58,1,1,1115910.209,5800879=0.541416172944,5800879=0.908548868861,1552; 10182; 10175; 10177; 10170; 10172; 10181; 10078; 7708; 10070; 10174; 10185; 10130; 10176; 10131; 10152; 10221; 10180; 10132; 1462; 10080; 10053; 10179; 10249; 10173; 10171; 10200; 10161; 10081; 10072; 10048; 10097
par65801430,2010,Div6,Dist58,1,1,1093110.441,5800508=0.20376,5800508=1.0,69748; 5612; 69747; 5637; 5690; 5727; 5640; 56869; 5635; 5641; 5608; 5634; 5695; 5614; 5693; 5797; 5687; 5597; 5744; 5643; 5691; 5733; 5763; 5632; 5610; 5663; 5584; 5688; 5736
par65800533,2010,Div6,Dist58,1,1,1087239.052,5800530=0.692868002877,5800530=0.493608231845,39496; 39494; 39871; 39873; 39588; 39522; 39874; 39501; 39500; 39499; 39497; 39870; 39879; 39861; 39491; 39490; 39881; 39329; 39322; 39498; 39985; 39931; 39492; 39878; 39493; 39521; 39875; 39929; 39859; 39948; 39924; 75898; 1081; 39885; 39926; 39502; 39857; 39927; 39883
par65800554,2010,Div6,Dist58,1,3,1087212.267,5800627=0.260799431065,5800627=0.317776813775,41633; 41626; 58951; 41696; 41646; 41617; 41641; 67585; 23223; 41644; 41669; 41663; 46380; 41597; 76638; 41592; 41986; 41629; 67581; 41645; 42042; 77826
par65801599,2010,Div6,Dist58,1,1,1037653.514,5800649=0.319277040267,5800649=0.474028328335,2120; 30104; 29755; 29820; 29750; 29749; 29748; 29747; 29746; 29745; 29744; 29743; 29742; 29740; 29739; 30106; 30107; 30117; 29730; 30153; 30164; 30613; 71025; 29751; 29798; 71026; 29705; 29736; 30159; 73956; 30103; 30105; 30194; 29714; 29738; 29712; 30156
par65801679,2010,Div6,Dist58,1,1,1003409.799,5800688=0.162725,5800688=1.0,18633; 18631; 18729; 18703; 18623; 18663; 18699; 18620; 18621; 70368; 18650; 18733; 18698; 18618; 18514; 18627; 18672; 18680; 18017; 18526; 18705; 18675; 18626; 18702; 22179; 18701
par65801510,2010,Div6,Dist58,1,1,997047.7973,5800626=0.341267703855,5800626=0.567746208326,26170; 70842; 26270; 25982; 25985; 25987; 26264; 74684; 25983; 26287; 25950; 26164; 25954; 25984; 26301; 26286; 26288; 26190; 74683; 26299
par65801553,2010,Div6,Dist58,1,1,988420.0617,5800627=0.237101252045,5800627=0.288901245334,41503; 41535; 40080; 41499; 41515; 41492; 41488; 41487; 41486; 41509; 41532; 41538; 40089; 40087; 40084; 41565; 41566; 41510; 41516; 41462; 41513; 40085; 41541; 41507; 40040; 40086; 41495; 41504; 41533; 40091; 40083; 40081; 41496; 41546; 41534; 41508
par65800267,2010,Div6,Dist58,1,1,975642.9409,5800622=0.3883911794,5800622=0.806349585398,10257; 10141; 10255; 11678; 11674; 10215; 10226; 10284; 10238; 11676; 10235; 10208; 69995; 10212; 10209; 10246; 11703; 10202; 10210; 10228; 11637; 69997; 10219; 13757; 11685; 11686; 10223; 11675; 10134; 10248; 11659
par65800538,2010,Div6,Dist58,1,1,968200.0308,5800920=0.305276468753,5800920=0.14287621686,41588; 41572; 41581; 41576; 41573; 41574; 41570; 41631; 71767; 41598; 41601; 41604; 41577; 41584; 41632; 41571; 41590; 41600; 41579; 71768; 41585; 41603; 41609; 41596; 41591; 41606; 41599; 41575; 41435; 41589
par65800154,2010,Div6,Dist58,1,1,901955.6623,5800591=0.263756,5800591=1.0,6174; 5778; 6454; 6452; 6539; 74549; 6544; 6552; 6574; 6546; 6551; 74550; 6545; 6924; 6575; 6937; 6547; 6555; 6570
par65801578,2010,Div6,Dist58,1,1,879028.4282,5800714=0.26366732028,5800714=0.366950233989,26840; 26838; 26914; 26845; 26843; 26842; 26841; 26839; 26836; 70871; 26837; 27311; 27184; 27196; 27201; 26834; 70872; 27185; 27191; 76894
par65801507,2010,Div6,Dist58,1,1,851561.3112,5800783=0.325835107654,5800783=0.486627558931,25563; 25443; 25560; 25447; 21394; 25559; 25577; 25585; 75619; 25536; 25555; 25444; 25547; 25455; 25935; 25595; 25572; 25440; 25567; 25569
par65801431,2010,Div6,Dist58,1,1,834135.7772,5801074=0.160178;5800807=0.227249,5801074=1.0;5800807=1.0,9851; 8143; 8166; 75306; 69877; 9871; 8036; 9841; 9843; 69981; 8140; 8014; 8015; 9840; 69876
par65800541,2010,Div6,Dist58,3,3,832685.861,5800627=0.199743882033,5800627=0.243382334633,40108; 41537; 41512; 40093; 40114; 40101; 71773; 40088; 41517; 75903; 41539; 71774; 40090; 41522; 41536; 40111; 41545; 41530; 40106; 40082; 41547
par65801591,2010,Div6,Dist58,1,1,827569.1412,5800577=0.284790749033,5800577=0.75663739481,565; 26864; 26913; 26873; 26869; 26865; 26768; 26774; 26867; 26777; 26776; 26770; 2637; 26866; 29754; 26872; 26877; 26758; 26868
par65800515,2010,Div6,Dist58,1,1,797674.8004,5800897=0.436766321768,5800897=0.32767386267,41243; 39774; 39780; 41271; 39830; 39829; 39787; 39768; 41703; 39776; 41205; 39777; 39775; 41194; 39828; 39764; 39822; 39819; 41200; 39772; 41246; 39825; 40118; 41254; 71760
par65800431,2010,Div6,Dist58,1,1,791017.0947,5800826=0.22923;5800564=0.162262669571,5800826=1.0;5800564=0.252250912262,10635; 10628; 70017; 10680; 10633; 10630; 70018; 10658; 10625; 10645; 9203; 10655; 10646; 9202; 10671; 9206; 10663; 9228; 10622; 9124; 9119; 9165; 10763; 10653
par65801573,2010,Div6,Dist58,1,1,783811.5462,5800714=0.235106719374,5800714=0.32720196646,27037; 27030; 27039; 27038; 27007; 27036; 27139; 27044; 27043; 27004; 27034; 27031; 27028; 27047; 27011; 27244; 27041; 27008; 27033; 27009; 70879; 27133
par65801748,2010,Div6,Dist58,1,1,781921.3721,5800539=0.196206231489,5800539=0.24761008517,8523; 8540; 8551; 69901; 69907; 3873; 8518; 3872; 8549; 8536; 3948; 6263; 8575; 8515; 8543; 8521; 8511; 3875; 69916; 8646; 3868; 3867; 7515; 8571
par65800528,2010,Div6,Dist58,1,1,780802.2394,5800897=0.42752776189,5800897=0.320742846128,39654; 39739; 39740; 39741; 39742; 39743; 39744; 39718; 39695; 39745; 39690; 39738; 39648; 39647; 39646; 39749; 39753; 39747; 39688; 39720; 39653; 39751; 39694; 39788; 39793; 39650; 39750; 39737; 39649; 39686; 71672
par65801764,2010,Div6,Dist58,1,1,765222.425,5800916=0.310337642223,5800916=0.748021447805,40455; 40484; 40482; 40480; 40462; 40461; 40457; 40454; 40489; 40492; 40483; 40511; 40408; 40402; 40400; 40451; 40493; 40404; 40413; 40406; 40478; 40501; 40481; 40449; 40490; 40411; 40407; 40487; 38992; 40508
par65800379,2010,Div6,Dist58,1,1,763133.914,5800945=0.179041175996,5800945=0.542585190514,75340; 10993; 10957; 11359; 11001; 10954; 10992; 10948; 10996; 36483; 10997; 10958; 75339; 11006; 11000; 11362; 10998
par65800339,2010,Div6,Dist58,1,1,732820.3148,5800821=0.259767787182,5800821=0.865950353965,70036; 70035; 11072; 11046; 25053; 11373; 11040; 11054; 11074; 11042; 75342; 11015; 11016; 11360
par65801450,2010,Div6,Dist58,1,1,728044.1203,5800944=0.457307893941,5800944=0.432066565202,28001; 50602; 50396; 28034; 27619; 28016; 27621; 28006; 28002; 28000; 27991; 27989; 27623; 28009; 50666; 27620; 27984; 28019; 28109; 50592; 28111; 27611; 27612; 27616; 27978; 28037; 27625; 28114
par65801610,2010,Div6,Dist58,1,1,726911.9089,5800663=0.22074,5800663=1.0,29958; 29962; 29959; 29982; 29967; 29963; 29956; 29875; 29884; 29952; 29844; 29848; 29867; 29984; 29987; 29960; 29882
par65800426,2010,Div6,Dist58,1,1,703608.6717,5800634=0.4245,5800634=1.0,4214; 8555; 8530; 8531; 4120; 8559; 8524; 73818; 8529; 4138; 77666; 4133
par65800402,2010,Div6,Dist58,1,1,697498.5571,5800539=0.175022154709,5800539=0.220876015533,3871; 3870; 3858; 3854; 3853; 3863; 3850; 3830; 3876; 3881; 7843; 3861; 3855; 3827; 8462; 3862; 3878; 3877; 3859; 3852
par65800548,2010,Div6,Dist58,1,1,696668.7564,5800920=0.219661816855,5800920=0.102806644446,39912; 39911; 39989; 39988; 39993; 39994; 39913; 39991; 39990; 39997; 39909; 39906; 39999; 39986; 39992; 40014; 71676; 39907; 39987; 39995; 40012; 39910; 39903
par65801663,2010,Div6,Dist58,1,1,690992.2171,5800917=0.185931,5800917=1.0,20459; 20501; 20471; 20499; 20498; 20475; 20508; 20848; 20488; 20495; 20470; 20493; 20861; 20578
par65800385,2010,Div6,Dist58,1,1,689348.7522,5800763=0.277459390196,5800763=0.314843247746,9224; 9216; 10849; 9223; 9217; 10683; 9215; 9209; 69952; 10642; 10679; 10636; 10643; 69951; 10647; 9220; 63248; 9204; 9230; 10880; 11010
par65800318,2010,Div6,Dist58,1,1,673731.8646,5800798=0.114164594311,5800798=0.43237777113,11619; 10929; 11616; 11614; 11613; 11615; 11617; 70055; 75347; 11652; 11620; 11611; 11655; 10926; 11610; 10927; 70056; 10930; 10945
par65800329,2010,Div6,Dist58,1,1,669127.3078,5800798=0.113384347173,5800798=0.429422726087,11029; 11650; 36570; 11033; 69112; 11028; 11075; 11638; 10937; 11802; 11026; 70032; 11640; 11651; 11647; 11036; 11030; 11741; 11646; 11032; 11649; 11035; 11645
par65801676,2010,Div6,Dist58,1,1,652908.6632,5800659=0.029638179687,5800659=0.837828401046,18671; 18676; 18668; 18704; 18670; 18589; 18700; 18290; 18681; 18694; 18677; 18711
par65800384,2010,Div6,Dist58,1,1,643343.6813,5800945=0.150936824004;5800643=0.130535089072,5800945=0.457414809486;5800643=0.255684441077,10852; 10860; 77847; 73830; 10953; 10853; 73829
par65800518,2010,Div6,Dist58,1,1,642256.8019,5800897=0.351667297069,5800897=0.263830281462,39658; 39671; 39301; 39687; 39295; 39679; 39691; 39661; 71669; 39660; 39676; 39663; 5; 39697; 39300
par65801478,2010,Div6,Dist58,1,1,618349.0624,5800868=0.22974382083,5800868=0.343451208405,53083; 53079; 53087; 53076; 53072; 53082; 53075; 51705; 53074; 53093; 53085; 53080; 53084; 53073; 51660; 51658; 53078; 51728; 76675
par65800387,2010,Div6,Dist58,1,1,613652.369,5800500=0.138253313593,5800500=0.396532150867,9218; 10819; 10830; 63178; 74587; 12665; 69954; 10639; 9219; 9190; 74583; 10848; 9211; 74588
par65801601,2010,Div6,Dist58,1,1,611221.4754,5800649=0.188067578416,5800649=0.279222582796,30184; 30161; 30213; 30154; 30160; 30158; 30152; 30187; 30163; 77505; 30203; 30197; 30182
par65801438,2010,Div6,Dist58,1,1,591192.7879,5800612=0.181495484579,5800612=0.754502118393,51394; 51396; 52810; 52825; 51392; 52815; 52814; 52813; 51398; 72466; 52811; 68154; 52821; 52819; 52798; 52822; 52861; 52823; 51395; 52812; 52794; 51382
par65801575,2010,Div6,Dist58,1,1,585623.0748,5800662=0.216494992121,5800662=0.425236226881,26798; 26817; 26828; 26827; 26820; 27187; 26916; 27003; 26644; 26643; 27001; 26823; 74688; 26651; 26816; 70868; 26642
par65801577,2010,Div6,Dist58,1,1,582635.9264,5800662=0.215390693644,5800662=0.423067180323,26795; 26786; 26797; 26796; 26792; 75628; 26787; 26789; 26814; 26794; 26793; 26847; 26790; 26835; 26818; 26831; 26821; 26830; 26791
par65800386,2010,Div6,Dist58,1,1,574130.6664,5800500=0.129349239203,5800500=0.370993871331,9171; 9179; 9210; 69943; 9176; 9187; 69944; 9086; 9092; 9186
par65801460,2010,Div6,Dist58,1,1,573628.5254,5800559=0.18961,5800559=1.0,14063; 42895; 8233; 659; 8414; 8266; 8393; 8282; 8248; 8388; 14065; 8415; 14077; 8287
par65800531,2010,Div6,Dist58,1,1,567180.9381,5800530=0.361449051272,5800530=0.257501033905,71674; 39707; 71673; 39898; 39678; 39680; 39681; 39868; 39683; 39863; 39685; 2161; 39674; 39705; 39703; 39717; 39713; 39891; 39704; 39702; 39682; 39326; 39693; 39712
par65801532,2010,Div6,Dist58,1,1,561399.6026,5801021=0.283,5801021=1.0,27859; 27860; 27864; 27863; 27916; 27917; 27913; 46444; 27967; 27857; 27856; 27861; 27941; 27938; 27906
par65800555,2010,Div6,Dist58,1,1,554153.342,5800631=0.0444433062715,5800631=0.590389041573,37202; 37758; 2671; 2657; 37213; 37210; 37760; 74047; 37747; 37746; 37764; 37762; 37194; 37195; 37759; 24860; 37765
par65801448,2010,Div6,Dist58,1,1,550966.3814,5800944=0.346079679081,5800944=0.326977645057,28140; 28139; 28136; 28012; 28141; 28134; 28015; 28135; 28106; 28013; 28137; 28112; 28148; 28007; 28110; 28014; 28104; 28017; 28107; 28138
par65800297,2010,Div6,Dist58,1,1,550353.9559,5800722=0.167201368974,5800722=0.865033028127,6502; 6875; 6929; 6566; 7383; 6876; 6525; 6563; 6872; 6885; 6568; 6562; 6514; 6516; 6517; 6879; 6873; 6508; 6557; 6933
par65800264,2010,Div6,Dist58,1,1,547155.302,5803547=4.8279094498;5800934=0.17826902439,5803547=0.789537904834;5800934=0.822357547308,11679; 8223; 11695; 11693; 69998; 11723; 10262; 11692; 11718; 11687; 11689; 70060; 11682; 70059; 11677; 10211; 11732
par65800401,2010,Div6,Dist58,1,1,542383.9084,5800738=0.13870992076,5800738=0.474483119801,8546; 8547; 8550; 8595; 8603; 8541; 8544; 8517; 69897; 8647; 8652; 69899; 69900; 8702
par65800494,2010,Div6,Dist58,1,1,541187.2447,5804685=0.0891518228842,5804685=0.102181027938,73833; 11231; 73834; 77747; 11241; 70037; 11275
par65801515,2010,Div6,Dist58,1,1,540608.0791,5800940=0.2921808357,5800940=0.869058178071,27738; 27722; 70925; 27725; 27737; 27845; 27742; 27745; 27755; 26298; 27747; 26297; 70917; 26294; 27730
par65800308,2010,Div6,Dist58,1,1,535950.5122,5800569=0.410067,5800569=1.0,8731; 8763; 69917; 7009; 75316; 69918; 8814; 7020; 7021; 8771; 7031; 8836
par65801513,2010,Div6,Dist58,1,1,533658.3483,5800626=0.182659607354,5800626=0.303879618018,25738; 25590; 25582; 70819; 25794; 25774; 25586; 25766; 25793; 25581; 25589; 25601; 25769; 26391; 25743; 25947
par65800323,2010,Div6,Dist58,1,1,527457.6949,5800541=0.123746394367,5800541=0.378585637395,9420; 9470; 63320; 9459; 45982; 70029; 10902; 73832; 69967; 9490; 9463; 31037; 9465; 73831
par65800390,2010,Div6,Dist58,1,1,517556.9879,5800763=0.208314072951,5800763=0.236381544819,9047; 9044; 9069; 9064; 9045; 9071; 9042; 9066; 9046; 9101; 9094; 9068; 9079; 9039; 9070; 9038; 9060; 9062
par65801459,2010,Div6,Dist58,1,1,512800.4965,5800618=0.354316481294,5800618=0.834667800456,25867; 25894; 25928; 70829; 65461; 25507; 25999; 76889; 70830
par65800380,2010,Div6,Dist58,1,1,512019.2228,5800763=0.206085150474,5800763=0.233852305528,70040; 11168; 10982; 10984; 10985; 10987; 10988; 10960; 11173; 10981; 11349; 10989; 10952; 10991; 11009
par65801555,2010,Div6,Dist58,1,1,509139.7643,5800568=0.239793667431,5800568=0.430115455205,26918; 26986; 26646; 26991; 26632; 26639; 26612; 27019; 26648; 26988; 26637; 26631; 26638; 26626; 26634; 26636; 26613
par65800226,2010,Div6,Dist58,1,1,501275.4938,5800653=0.109736685571,5800653=0.517016186434,23605; 23696; 23707; 23701; 23705; 23608; 23709; 23602; 23597; 23699; 23700; 23741; 23704; 23702; 23706
par65800273,2010,Div6,Dist58,1,1,483536.1171,5800933=0.228664,5800933=1.0,10095; 9730; 10105; 9733; 10116; 9754; 10092; 10115; 10103; 10098; 9737; 10099; 10111; 10110; 10090; 9739; 10109
par65801622,2010,Div6,Dist58,1,1,473711.6553,5800928=0.15848,5800928=1.0,1409; 30555; 30552; 30550; 30507; 30579; 71060; 30576; 30551; 30403
par65801652,2010,Div6,Dist58,1,1,468279.2454,5800653=0.102513314429,5800653=0.482983813566,24443; 24440; 24540; 24442; 24449; 24444; 24471; 23698; 70699; 70754; 24451; 24445
par65801604,2010,Div6,Dist58,1,1,454931.5403,5800588=0.149340980957,5800588=0.713117089855,30482; 30495; 30609; 30410; 30485; 16913; 30498; 30494; 71057; 30497; 30501; 30486
par65801644,2010,Div6,Dist58,1,1,452370.4398,5800811=0.1415,5800811=1.0,70758; 24887; 24530; 24899; 24521; 24518; 70757; 24497; 24499
par65800162,2010,Div6,Dist58,1,1,449784.0904,5804685=0.074094635371,5804685=0.0849232888563,34318; 33958; 34323; 34050; 34322; 34324; 34379; 34328; 33964; 34321; 33963; 34348; 61731
par65800294,2010,Div6,Dist58,1,1,446123.8761,5800566=0.1415,5800566=1.0,6330; 5198; 7669; 4997; 73792; 5168; 5174; 8376; 5190; 4988; 5191; 13761
par65800514,2010,Div6,Dist58,1,1,445304.5824,5800922=0.1415,5800922=1.0,41248; 41253; 41201; 41224; 77536; 77535; 41251; 41245; 41241; 41249
par65801608,2010,Div6,Dist58,1,1,445008.9171,5800623=0.234760216889,5800623=0.56934893784,45304; 45014; 29815; 30352; 30355; 30353; 30350; 30358; 30357; 30363
par65800412,2010,Div6,Dist58,1,1,439340.2818,5800782=0.1415,5800782=1.0,3949; 3888; 3836; 3839; 3818; 3896; 3847; 3748; 3834; 3746; 3887; 3733
par65801626,2010,Div6,Dist58,1,1,435215.0079,5801997=0.0455288151347,5801997=0.643516821693,30079; 30024; 30029; 30028; 30080; 30049; 71038; 30017; 30055
par65801675,2010,Div6,Dist58,1,1,432915.0007,5800657=0.12735,5800657=1.0,380; 18778; 1123; 18773; 18777; 18590; 18767; 18748; 18592; 18601; 18764; 18594; 18775; 69133; 18593
par65800439,2010,Div6,Dist58,1,1,430950.7393,5801406=0.11037,5801406=1.0,34019; 34394; 34383; 34387; 34026; 34014; 34018; 34382; 34393; 34016; 34424; 33992; 34027; 33976; 34385
par65800291,2010,Div6,Dist58,1,1,429935.1928,5800866=0.136631924489,5800866=0.603497899686,7380; 74554; 74553; 7262; 7279; 7280; 7257; 7281
par65800296,2010,Div6,Dist58,1,1,420734.7466,5801085=0.303176626111,5801085=0.714196999085,6533; 6538; 6588; 6537; 6561; 6435; 6437; 6436; 6521; 6478; 6527; 6427
par65800569,2010,Div6,Dist58,1,3,419306.9836,5804685=0.0690740262305,5804685=0.0791689364914,33847; 34051; 33855; 33887; 33898; 33844; 33936; 33917; 33890; 33838; 33938; 33886; 33916; 33949; 33998; 45326; 33918
par65801183,2010,Div6,Dist58,1,3,406933.5981,5800539=0.102111172042,5800539=0.128863165121,69915; 8672; 8570; 8668; 8675; 69908
par65801803,2010,Div6,Dist58,1,1,400538.5372,5800980=0.152537,5800980=1.0,40424; 40437; 40420; 40422; 40425; 40426; 40514; 40436; 40416; 40444; 40518; 40418; 40439; 40443; 40529; 40414; 40429
par65800399,2010,Div6,Dist58,1,1,387949.6367,5800630=0.0990851562908,5800630=0.87531056794,3082; 3129; 3088; 13859; 8451; 73781; 3079; 3069; 3064
par65801531,2010,Div6,Dist58,1,1,387837.9668,5800599=0.2264,5800599=1.0,50408; 27949; 27911; 27919; 27951
par65801505,2010,Div6,Dist58,1,1,378626.0429,5800783=0.144874662372,5800783=0.216367118352,25362; 25446; 25441; 25399; 25435; 25386; 25403; 25360; 25363
par65801649,2010,Div6,Dist58,1,1,378491.1265,5800842=0.032828,5800842=1.0,24881; 24912; 24874; 24880; 24870; 24804; 24905; 24873; 24911; 24935; 24907; 24932; 24882; 25029; 24900
par65801508,2010,Div6,Dist58,1,1,377211.5496,5800908=0.157631,5800908=1.0,25969; 25973; 26086; 26062; 25968; 25988; 25966; 26063; 25970; 25990; 26078
par65801632,2010,Div6,Dist58,1,1,376968.3526,5800895=0.272155880992,5800895=0.739755044828,72792; 68345; 56509; 56542; 72793; 56508; 56517; 56507; 56504; 68346
par65801561,2010,Div6,Dist58,1,1,370897.8529,5802122=0.0,5802122=0.937024878449,26603; 26602; 26607; 26614; 26601; 26596; 26609; 26616; 26498; 26518; 26606
par65801449,2010,Div6,Dist58,1,1,366021.9656,5800944=0.229910151813,5800944=0.217220150614,27484; 27709; 27584; 27510; 27583; 27610; 27489; 27487; 27586; 27585; 27486; 27488; 27587; 27582
par65800546,2010,Div6,Dist58,1,1,362160.6243,5800920=0.11419036665,5800920=0.0534436461986,40003; 40013; 40002; 55759; 75901; 40011; 40062; 40000
par65800388,2010,Div6,Dist58,1,1,359764.5409,5800500=0.0810534472045,5800500=0.232473977802,9089; 9192; 9081; 9191; 9093; 9181
par65800430,2010,Div6,Dist58,1,1,357157.6798,5800710=0.0446590504966;5800564=0.0732643567003,5800710=0.476754779889;5800564=0.113895579697,9122; 9127; 9151; 9150; 62194; 9149; 9123; 63242; 9148; 9146; 9147
par65800289,2010,Div6,Dist58,1,1,355085.151,5800685=0.108870354894,5800685=0.549572715263,6741; 6747; 6751; 6695; 6699; 6700; 6740; 6719; 6773; 6749; 6753; 6689; 6694
par65800424,2010,Div6,Dist58,1,1,353727.1322,5800692=0.0849,5800692=1.0,3797; 3792; 69643; 3794; 3788; 3886; 3793; 3899; 3786; 3805
par65800498,2010,Div6,Dist58,1,1,353707.1683,5800805=0.173995290299,5800805=0.534629867257,9990; 10352; 10354; 10355; 10381; 70005; 10362; 9994; 10007; 10383; 10363; 9999; 9995; 10356; 10364
par65800425,2010,Div6,Dist58,1,1,353634.4194,5800689=0.127916,5800689=1.0,3933; 21622; 3906; 3930; 3908; 3911; 4089
par65800302,2010,Div6,Dist58,1,99,348828.0447,5800730=0.106786461109,5800730=0.318697059464,8794; 69802; 8786; 74551; 74552
par65800532,2010,Div6,Dist58,1,1,346971.6443,5800530=0.221115632113,5800530=0.157525669749,39869; 39856; 39867; 39882; 39865; 39864; 39858; 39866; 39917; 39876; 39880
par65801525,2010,Div6,Dist58,1,1,344829.5645,5800943=0.0961841056366;5801091=0.0470840381886,5800943=0.229799300063;5801091=0.229799300063,28062; 28066; 28068; 28061; 28084; 28065; 62026; 28069; 28093; 28085
par65800496,2010,Div6,Dist58,1,1,343098.2303,5800809=0.16697,5800809=1.0,10484; 25317; 30958; 56965; 69109; 10492; 10344; 10485; 10512; 10490; 10543; 10486; 10491; 10437; 10414
par65800543,2010,Div6,Dist58,1,1,342042.8485,5800939=0.1698,5800939=1.0,40102; 40109; 71677; 41531; 41518; 41521; 40105; 52797; 52808; 53848; 40096; 40103
par65800389,2010,Div6,Dist58,1,1,339927.6078,5800763=0.136819144838,5800763=0.155253653099,9096; 9169; 9168; 9076; 9072; 9174; 9075; 9074
par65801437,2010,Div6,Dist58,1,1,336326.3761,5800561=0.1415,5800561=1.0,39127; 39193; 39163; 39194; 39169; 71642; 39131; 39174; 39162; 39115; 39121; 71641; 39092
par65801502,2010,Div6,Dist58,1,1,334200.9239,5800728=0.0803403916775,5800728=0.545939057336,25488; 25489; 25390; 25397; 25396; 25398; 25475; 25495; 25484; 25468; 25487; 25388
par65800405,2010,Div6,Dist58,1,1,328084.7466,5800738=0.0839047923408,5800738=0.287011970147,8674; 8681; 8673; 8701; 8670; 9065; 8679; 9059; 8677; 69911; 9054; 49540; 8682
par65800159,2010,Div6,Dist58,1,1,327752.2122,5804685=0.0539918622586;5800611=0.00566,5804685=0.0618825707357;5800611=1.0,36037; 36036; 35939; 55794; 35936; 35934; 35962
par65800534,2010,Div6,Dist58,1,1,326460.3206,5800628=0.35375,5800628=1.0,41527; 52938; 52856; 41526; 53056; 41520; 41524; 41519; 41567
par65801526,2010,Div6,Dist58,1,1,324749.4163,5800943=0.0905831035924;5801091=0.0443422359708,5800943=0.21641760523;5801091=0.21641760523,28237; 28186; 28275; 28279; 28192; 46156; 28197; 28272; 28274; 73946; 28498; 28094; 28092; 28300
par65801666,2010,Div6,Dist58,1,1,321643.2841,5800604=0.1698,5800604=1.0,20344; 20338; 20346; 20330; 20369; 20337
par65801597,2010,Div6,Dist58,1,1,321389.2659,5800549=0.363089,5800549=1.0,20506; 20505; 20921; 20911; 75507; 20916; 20971; 70488; 20576; 20939; 20910
par65800155,2010,Div6,Dist58,1,1,320677.5869,5800665=0.094035793658,5800665=0.664563912777,6461; 6412; 5268; 6423; 6413; 5258; 5254
par65801503,2010,Div6,Dist58,1,1,317427.2761,5800783=0.121458019898,5800783=0.181394878413,25366; 25365; 25342; 25358; 25361; 25355; 25345
par65800492,2010,Div6,Dist58,1,1,316751.0853,5804685=0.0521796049918,5804685=0.059805458856,11310; 33921; 33857; 11318
par65801574,2010,Div6,Dist58,1,1,315148.3332,5800714=0.0945297260472,5800714=0.131558605955,27186; 69170; 27192; 26826; 27189; 27211
par65800258,2010,Div6,Dist58,1,1,312904.9731,5801710=0.0,5801710=1.0,10342; 77668; 70011; 10304; 70002; 10335
par65800255,2010,Div6,Dist58,1,1,312473.9493,5800573=0.091975,5800573=1.0,9891; 9783; 9788; 9780; 9811; 9815; 9812; 9768; 9810; 9807; 9911; 9819
