,dec_af,dec_cfs,div,lat,long,source,status,strname,strtype,wd,wdid
732,,0.833,6,,,Spring Creek,A,SPRING CREEK DITCH,1,58,5800877
733,,0.833,6,,,Spring Creek,A,SPRING CREEK DITCH,1,58,5800877
734,,2.0,6,40.60629,-106.946479,Elk River,A,ST JOHNS DITCH,1,58,5800878
735,,2.0,6,40.60629,-106.946479,Elk River,A,ST JOHNS DITCH,1,58,5800878
736,,2.0,6,40.60629,-106.946479,Elk River,A,ST JOHNS DITCH,1,58,5800878
737,,2.0,6,40.60629,-106.946479,Elk River,A,ST JOHNS DITCH,1,58,5800878
738,,21.057,6,40.188754,-106.918418,Yampa River,A,STAFFORD DITCH,1,58,5800879
739,,21.057,6,40.188754,-106.918418,Yampa River,A,STAFFORD DITCH,1,58,5800879
740,,1.6,6,40.70136,-106.935764,Cottonwood Gulch,A,STANTON FETCHER D 2,1,58,5800880
741,,2.7,6,40.704312,-106.933801,Cottonwood Gulch,A,STANTON FETCHER D 1,1,58,5800881
742,,0.83,6,40.302455,-106.948871,Hunters Cabin Creek,A,STAR DITCH,1,58,5800882
743,,1.08,6,40.214286,-106.918316,Whipple Creek,A,STARK IRR DITCH,1,58,5800883
744,,9.75,6,40.506774,-106.797149,Spring Creek,A,STEAMBOAT GARDENS D,1,58,5800884
745,,9.75,6,40.506774,-106.797149,Spring Creek,A,STEAMBOAT GARDENS D,1,58,5800884
746,,9.75,6,40.506774,-106.797149,Spring Creek,A,STEAMBOAT GARDENS D,1,58,5800884
747,,9.75,6,40.506774,-106.797149,Spring Creek,A,STEAMBOAT GARDENS D,1,58,5800884
748,,9.75,6,40.506774,-106.797149,Spring Creek,A,STEAMBOAT GARDENS D,1,58,5800884
749,,9.75,6,40.506774,-106.797149,Spring Creek,A,STEAMBOAT GARDENS D,1,58,5800884
750,,9.75,6,40.506774,-106.797149,Spring Creek,A,STEAMBOAT GARDENS D,1,58,5800884
751,,9.75,6,40.506774,-106.797149,Spring Creek,A,STEAMBOAT GARDENS D,1,58,5800884
752,,,6,40.203626,-106.785638,Morrison Creek,H,STEBBINS D,1,58,5800885
753,,,6,40.479926,-106.917283,Cow Creek,H,STEES DITCH,1,58,5800886
754,,,6,40.41663,-106.760627,Storm King Creek,H,STEWART HULL D,1,58,5800887
755,,11.75,6,40.538767,-106.761141,South Fork Soda Creek,A,STUCKEY SODA CR D,1,58,5800889
756,,11.75,6,40.538767,-106.761141,South Fork Soda Creek,A,STUCKEY SODA CR D,1,58,5800889
757,,11.75,6,40.538767,-106.761141,South Fork Soda Creek,A,STUCKEY SODA CR D,1,58,5800889
758,,8.0,6,40.543607,-106.762744,Soda Creek,A,STUCKEY SODA CR FKS D,1,58,5800892
759,,,6,40.378647,-106.908447,Willey Creek,N,SUMMER DITCH,1,58,5800893
760,,,6,40.372518,-106.820997,Yampa River,H,SUMMER'S GOLDSWORTHY D,1,58,5800894
761,,13.0,6,40.764991,-106.819585,Hinman Creek,A,SUNNYSIDE DITCH 1,1,58,5800895
762,,,6,40.672198,-107.013903,Smith Creek,H,SUSMILCH DITCH,1,58,5800896
763,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
764,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
765,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
766,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
767,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
768,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
769,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
770,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
771,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
772,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
773,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
774,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
775,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
776,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
777,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
778,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
779,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
780,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
781,,52.1,6,40.369961,-106.809951,Yampa River,A,SUTTLE DITCH,1,58,5800897
782,,3.0,6,40.182684,-106.990293,Middle Hunt Creek,A,TED OFF DITCH,1,58,5800898
783,,3.0,6,40.182684,-106.990293,Middle Hunt Creek,A,TED OFF DITCH,1,58,5800898
784,,,6,40.25993,-106.865021,Yampa River,H,THAYER DITCH,1,58,5800899
785,,,6,40.784221,-107.002957,Mill Creek,H,THOMPSON DITCH,1,58,5800900
786,,3.0,6,40.173997,-106.74061,Morrison Creek,A,TILLQUIST LAKE D,1,58,5800903
787,,3.0,6,40.173997,-106.74061,Morrison Creek,A,TILLQUIST LAKE D,1,58,5800903
788,,0.38,6,40.104494,-106.876735,Todd Creek,A,TODD CR D,1,58,5800904
789,,2.0,6,40.311255,-106.810959,Yampa River,A,TRENTAZ BEAR RIVER D,1,58,5800905
790,,2.0,6,40.311255,-106.810959,Yampa River,A,TRENTAZ BEAR RIVER D,1,58,5800905
791,,4.0,6,40.611214,-106.955192,Elk River,A,TRISSEL DITCH,1,58,5800906
792,,1.66,6,40.536812,-106.956509,Trull Creek,A,TRULL DITCH,1,58,5800907
793,,5.57,6,40.536058,-106.928529,Elk River,A,TRULL MORIN DITCH,1,58,5800908
794,,5.57,6,40.536058,-106.928529,Elk River,A,TRULL MORIN DITCH,1,58,5800908
795,,5.57,6,40.536058,-106.928529,Elk River,A,TRULL MORIN DITCH,1,58,5800908
796,,2.0,6,40.815163,-106.890304,East Beaver Creek,A,TRULLINGER DITCH,1,58,5800909
797,,2.0,6,40.815163,-106.890304,East Beaver Creek,A,TRULLINGER DITCH,1,58,5800909
798,,1.3,6,40.715177,-106.933702,Cottonwood Gulch,A,TUFLY DITCH 1,1,58,5800910
799,,2.0,6,40.715177,-106.933169,Cottonwood Gulch,A,TUFLY DITCH 2,1,58,5800911
800,,,6,40.264131,-106.888138,Yampa River,A,UNION DITCH,1,58,5800914
801,,,6,40.264131,-106.888138,Yampa River,A,UNION DITCH,1,58,5800914
802,,13.79,6,40.654162,-106.944653,Elk River,A,UPPER ELK RIVER D CO. D,1,58,5800915
803,,13.79,6,40.654162,-106.944653,Elk River,A,UPPER ELK RIVER D CO. D,1,58,5800915
804,,13.79,6,40.654162,-106.944653,Elk River,A,UPPER ELK RIVER D CO. D,1,58,5800915
805,,13.79,6,40.654162,-106.944653,Elk River,A,UPPER ELK RIVER D CO. D,1,58,5800915
806,,14.66,6,40.314153,-106.812272,Yampa River,A,UPPER PLEASANT VALLEY D,1,58,5800916
807,,14.66,6,40.314153,-106.812272,Yampa River,A,UPPER PLEASANT VALLEY D,1,58,5800916
808,,14.66,6,40.314153,-106.812272,Yampa River,A,UPPER PLEASANT VALLEY D,1,58,5800916
809,,14.66,6,40.314153,-106.812272,Yampa River,A,UPPER PLEASANT VALLEY D,1,58,5800916
810,,14.66,6,40.314153,-106.812272,Yampa River,A,UPPER PLEASANT VALLEY D,1,58,5800916
811,,14.66,6,40.314153,-106.812272,Yampa River,A,UPPER PLEASANT VALLEY D,1,58,5800916
812,,8.57,6,40.647819,-107.02133,Smith Creek,A,VAIL SAVAGE DITCH,1,58,5800917
813,,2.0,6,40.17721,-106.743217,Emma Creek,A,WALES DITCH,1,58,5800918
814,,2.0,6,40.17721,-106.743217,Emma Creek,A,WALES DITCH,1,58,5800918
815,,2.0,6,40.533894,-106.988668,Farnsworth Creek,A,WALSH DITCH,1,58,5800919
816,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
817,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
818,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
819,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
820,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
821,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
822,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
823,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
824,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
825,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
826,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
827,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
828,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
829,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
830,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
831,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
832,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
833,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
834,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
835,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
836,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
837,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
838,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
839,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
840,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
841,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
842,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
843,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
844,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
845,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
846,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
847,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
848,0.0,75.5,6,40.406099,-106.791121,Walton Creek,A,WALTON CREEK DITCH,1,58,5800920
849,,0.75,6,40.173551,-106.919787,Watson Creek,A,WATSON CREEK DITCH,1,58,5800921
850,,5.0,6,40.369892,-106.808029,Yampa River,A,WEISKOPF DITCH,1,58,5800922
851,,5.0,6,40.369892,-106.808029,Yampa River,A,WEISKOPF DITCH,1,58,5800922
852,,5.0,6,40.369892,-106.808029,Yampa River,A,WEISKOPF DITCH,1,58,5800922
853,,5.157,6,40.475377,-106.784515,Fish Creek,A,WELCH & WATERS D,1,58,5800923
854,,4.9,6,40.351433,-106.794795,Harrison Creek,A,WELCH & MONSON D,1,58,5800924
855,,4.9,6,40.351433,-106.794795,Harrison Creek,A,WELCH & MONSON D,1,58,5800924
856,,0.14,6,40.63085,-106.91936,Goose Creek,A,WESTEN DITCH 3,1,58,5800925
857,,0.83,6,40.624151,-106.916992,Goose Creek,A,WESTEN DITCH 1,1,58,5800926
858,,0.2,6,40.629775,-106.90481,Goose Creek,A,WESTEN DITCH 2,1,58,5800927
859,,5.6,6,40.718447,-106.908283,Elk River,A,WHEELER BROS DITCH,1,58,5800928
860,,0.99,6,40.155197,-106.892125,Wheeler Creek,A,WHEELER D 6,1,58,5800929
861,,0.99,6,40.155197,-106.892125,Wheeler Creek,A,WHEELER D 7,1,58,5800931
862,,3.8,6,40.155026,-106.856499,Wheeler Creek,A,WHEELER D,1,58,5800932
863,,8.08,6,40.20747,-106.92945,Yampa River,A,WHIPPLE DITCH,1,58,5800933
864,,7.66,6,40.212874,-106.888606,Whipple Creek,A,WHITELEY DITCH,1,58,5800934
865,,,6,40.211265,-106.908654,Whipple Creek,H,WHITELEY NELSON D SYS,1,58,5800935
866,,,6,40.211265,-106.908654,Whipple Creek,H,WHITELEY NELSON D SYS,1,58,5800935
867,,,6,40.420493,-106.906153,Cow Creek,H,WILEY D,1,58,5800936
868,,0.5,6,40.209103,-106.935806,Willow Spring Creek,A,WILLOW SPRING DITCH,1,58,5800938
869,,6.0,6,40.42603,-106.807622,Walton Creek,A,WINDSOR DITCH,1,58,5800939
870,,11.88,6,40.551235,-106.895992,Elk River,A,WITHER DITCH,1,58,5800940
871,,11.88,6,40.551235,-106.895992,Elk River,A,WITHER DITCH,1,58,5800940
872,,11.88,6,40.551235,-106.895992,Elk River,A,WITHER DITCH,1,58,5800940
873,,11.88,6,40.551235,-106.895992,Elk River,A,WITHER DITCH,1,58,5800940
874,,11.88,6,40.551235,-106.895992,Elk River,A,WITHER DITCH,1,58,5800940
875,,0.33,6,40.538573,-106.816147,Gunn Creek,A,WILLIAM G HERSOM GUNN D,1,58,5800941
876,,0.33,6,40.538573,-106.816147,Gunn Creek,A,WILLIAM G HERSOM GUNN D,1,58,5800941
877,,14.79,6,40.531986,-106.810526,Soda Creek,A,WOODCHUCK D SODA CK HG,1,58,5800943
878,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
879,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
880,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
881,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
882,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
883,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
884,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
885,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
886,,37.4,6,40.496942,-106.859404,Yampa River,A,WOOLERY DITCH,1,58,5800944
887,,11.66,6,40.114623,-106.938826,Bear River,A,WOOLEY DITCH,1,58,5800945
888,,1.33,6,40.127424,-106.904687,Yampa River,A,WOOLEY SEEP DITCH 1,1,58,5800946
889,,0.83,6,40.129395,-106.904272,Yampa River,A,WOOLEY SEEP DITCH 2,1,58,5800947
890,,1.42,6,40.576741,-106.999341,Trull Creek,A,WORKS DITCH 1,1,58,5800948
891,,0.0,6,40.569901,-107.007288,Roe Branch,H,WORKS DITCH 2,1,58,5800949
892,,0.0,6,40.57044,-106.975551,Trull Creek,H,WORKS DITCH 3,1,58,5800950
893,,,6,40.215307,-106.82396,Bushy Creek,H,WRIGHT D,1,58,5800951
894,,,6,40.279774,-106.855603,Yampa River,H,YELLOW JACKET DITCH,1,58,5800955
895,,1.2,6,40.287825,-106.822332,Yampa River,A,ZUFFERY BEAR RIVER DITCH,1,58,5800956
896,,0.5,6,40.725228,-106.86655,Reed Creek,A,ETZLER DITCH,1,58,5800978
897,,5.39,6,40.323719,-106.793861,Green Creek,A,GABIOUD DITCH,1,58,5800980
898,,1.0,6,40.433719,-106.815974,Yampa River,A,GILROY DITCH,1,58,5800981
899,,,6,40.324496,-106.833959,Yampa River,H,GOPHER DITCH NO 1,1,58,5800983
900,,,6,40.324742,-106.829752,Yampa River,H,GOPHER DITCH NO 2,1,58,5800984
901,,10.0,6,40.437591,-106.820677,Yampa River,A,GUMPRECHT WILKINS SEEP 2,1,58,5800985
902,,5.9,6,40.435791,-106.815936,Yampa River,A,GUMPRECHT WILKINS SEEP 1,1,58,5800986
903,,2.7,6,40.551425,-106.902492,Yampa River,A,HAGEMEISTER SEEP 1,1,58,5800994
904,,2.7,6,40.552108,-106.89767,Yampa River,A,HAGEMEISTER SEEP 2,1,58,5800995
905,,,6,40.335979,-106.797411,Yampa River,N,HEROLD DITCH,1,58,5801000
906,,2.0,6,40.247811,-106.880171,Yampa River,A,HEROLD SPG & DITCH,1,58,5801001
907,,1.0,6,40.493684,-106.828175,Soda Creek,A,HOLLINGWORTH DITCH,1,58,5801016
908,,1.0,6,40.493684,-106.828175,Soda Creek,A,HOLLINGWORTH DITCH,1,58,5801016
909,,1.0,6,40.493684,-106.828175,Soda Creek,A,HOLLINGWORTH DITCH,1,58,5801016
910,,1.0,6,40.493684,-106.828175,Soda Creek,A,HOLLINGWORTH DITCH,1,58,5801016
911,,1.0,6,40.493684,-106.828175,Soda Creek,A,HOLLINGWORTH DITCH,1,58,5801016
912,,1.0,6,40.493684,-106.828175,Soda Creek,A,HOLLINGWORTH DITCH,1,58,5801016
913,,1.0,6,40.493684,-106.828175,Soda Creek,A,HOLLINGWORTH DITCH,1,58,5801016
914,,0.0,6,40.406719,-106.643271,Walton Creek,N,FOUR COUNTIES WATER,DS,58,5801017
915,,0.0,6,40.406719,-106.643271,Walton Creek,N,FOUR COUNTIES WATER,DS,58,5801017
916,,0.0,6,40.346927,-106.669502,Harrison Creek,H,FOUR COUNTIES WATER,DS,58,5801018
917,,10.0,6,40.561054,-106.891036,Elk River,A,LEE IRRIGATION D,1,58,5801021
918,,10.0,6,40.561054,-106.891036,Elk River,A,LEE IRRIGATION D,1,58,5801021
919,,1.0,6,40.359613,-106.775523,Little Bear Creek,A,LITTLE BEAR CR D,1,58,5801022
920,,,6,40.471708,-106.826187,Yampa River,N,LOCKHART SPRING & D,1,58,5801023
921,,,6,40.255684,-106.837073,Little Morrison Creek,H,MORRISON CREEK DITCH,1,58,5801026
922,,0.2,6,40.086748,-106.977338,Bear River,A,NORTH SIDE DITCH,1,58,5801034
923,,0.2,6,40.086748,-106.977338,Bear River,A,NORTH SIDE DITCH,1,58,5801034
924,,5.4,6,40.260589,-106.916213,Yampa River,A,NORTH SIDE DITCH,1,58,5801035
925,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
926,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
927,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
928,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
929,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
930,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
931,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
932,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
933,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
934,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
935,,4.0,6,40.77038,-107.030041,Mill Creek,A,PIRATES HIDEOUT DITCH,1,58,5801037
936,,1.0,6,40.559658,-106.930777,Dry Gulch,A,SANDELIN DITCH NO1,1,58,5801038
937,,1.0,6,40.557646,-106.935786,Scholle Creek,A,SANDELIN DITCH NO2,1,58,5801039
938,,2.0,6,40.618537,-107.044196,Deep Creek,A,SOUTH SIDE D,1,58,5801044
939,,,6,40.540133,-106.878002,McFadden Creek,H,TRUAX DITCH,1,58,5801048
940,,1.0,6,40.490516,-106.957252,Yampa River,A,ANDERSON DITCH,1,58,5801049
941,,0.04,6,40.546975,-106.868251,McFadden Creek,U,TRUAX SPRING D,1,58,5801054
942,,1.0,6,40.445868,-106.832715,Barton Creek,A,WILLOW RUN DITCH,1,58,5801063
943,,2.2,6,40.588203,-107.074714,Wommer Creek,A,WOMMER DITCH,1,58,5801068
944,,2.5,6,40.186023,-106.984166,Middle Hunt Creek,A,CLAUDE OFF DITCH,1,58,5801070
945,,2.5,6,40.186023,-106.984166,Middle Hunt Creek,A,CLAUDE OFF DITCH,1,58,5801070
946,,,6,40.163243,-107.037926,Middle Hunt Creek,A,ALLEN BASIN RES DITCH,1,58,5801071
947,,,6,40.163243,-107.037926,Middle Hunt Creek,A,ALLEN BASIN RES DITCH,1,58,5801071
948,,,6,40.163243,-107.037926,Middle Hunt Creek,A,ALLEN BASIN RES DITCH,1,58,5801071
949,,,6,40.163243,-107.037926,Middle Hunt Creek,A,ALLEN BASIN RES DITCH,1,58,5801071
950,,,6,40.163243,-107.037926,Middle Hunt Creek,A,ALLEN BASIN RES DITCH,1,58,5801071
951,,,6,40.163243,-107.037926,Middle Hunt Creek,A,ALLEN BASIN RES DITCH,1,58,5801071
952,,3.0,6,40.196972,-106.76427,Morrison Creek,A,BALANCED ROCK DITCH,1,58,5801072
953,,0.0,6,40.223865,-107.062165,Oak Creek,A,JONES DITCH,1,58,5801073
954,,5.66,6,40.244024,-107.014214,Oak Creek,A,ROSSI HIGHLINE DITCH,1,58,5801074
955,,,6,40.270588,-106.962985,Oak Creek,H,PETRANOVICH WASTE DITCH,1,58,5801078
956,,1.5,6,40.182739,-106.990271,Middle Hunt Creek,A,TOM WATSON DITCH 1,1,58,5801081
957,,,6,40.196683,-106.977698,Middle Hunt Creek,H,TOM WATSON DITCH 3,1,58,5801083
958,,5.9,6,40.181096,-107.014383,Middle Hunt Creek,A,ROSSI DITCH 1,1,58,5801084
959,,17.0,6,40.137119,-107.035337,Mill Creek,A,MILL CREEK DITCH,1,58,5801085
960,,17.0,6,40.137119,-107.035337,Mill Creek,A,MILL CREEK DITCH,1,58,5801085
961,,17.0,6,40.137119,-107.035337,Mill Creek,A,MILL CREEK DITCH,1,58,5801085
962,,17.0,6,40.137119,-107.035337,Mill Creek,A,MILL CREEK DITCH,1,58,5801085
963,,1.3,6,40.181307,-106.972353,Rockhill Draw,A,ROCKWALL DITCH 2,1,58,5801086
964,,,6,40.15443,-107.061518,Middle Hunt Creek,A,SIMON RES 1 FEEDER,1,58,5801090
965,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
966,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
967,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
968,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
969,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
970,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
971,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
972,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
973,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
974,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
975,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
976,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
977,,7.24,6,40.538189,-106.817636,Gunn Creek,A,WOODCHUCK D GUNN CK HG,1,58,5801091
978,,,6,40.569851,-106.817193,Hot Spring Creek,H,WOODCHUCK D HOT SPG HG,1,58,5801092
979,,1.0,6,40.390233,-106.815524,McKinnis Creek,A,MCKINNIS CREEK DITCH 3,1,58,5801093
980,,1.8,6,40.675007,-106.923702,Franz Creek,A,FRANZ DESERT D NO 2,1,58,5801094
981,,1.8,6,40.675007,-106.923702,Franz Creek,A,FRANZ DESERT D NO 2,1,58,5801094
982,,5.4,6,40.582099,-107.021192,Salt Creek,A,AULTMAN DITCH,1,58,5801095
983,,2.0,6,40.658125,-106.939339,Yampa River,A,WINTER IRR DITCH,1,58,5801096
984,,0.27,6,40.080901,-106.84414,Chimney Creek,A,FINGER ROCK DITCH,1,58,5801098
985,,5.0,6,40.439718,-106.815983,Yampa River,A,SINDEN SEEPAGE DITCH,1,58,5801100
986,,5.0,6,40.439718,-106.815983,Yampa River,A,SINDEN SEEPAGE DITCH,1,58,5801100
987,,4.2,6,40.198427,-106.921781,Yampa River,A,RIVER DITCH,1,58,5801102
988,,0.2,6,40.802564,-106.905985,Beaver Creek,U,JOHNSON SPRING AND DITCH,1,58,5801162
989,,1.76,6,40.099075,-106.868104,Beaver Creek,A,BEAVER CREEK DITCH 2,1,58,5801190
990,,,6,40.447473,-106.836048,Barton Creek,H,PAGE DITCH,1,58,5801198
991,,1.5,6,40.187748,-106.989184,Middle Hunt Creek,A,ROSSI ROBERT RUN OFF 1,1,58,5801200
992,,1.5,6,40.187748,-106.989184,Middle Hunt Creek,A,ROSSI ROBERT RUN OFF 1,1,58,5801200
993,,1.5,6,40.187748,-106.989184,Middle Hunt Creek,A,ROSSI ROBERT RUN OFF 1,1,58,5801200
994,,1.5,6,40.187748,-106.989184,Middle Hunt Creek,A,ROSSI ROBERT RUN OFF 1,1,58,5801200
995,,1.65,6,40.135307,-106.712004,Morrison Creek,A,EVENSON DAVIS DITCH 1,1,58,5801211
996,,1.04,6,40.135001,-106.711374,Morrison Creek,A,EVENSON DAVIS DITCH 2,1,58,5801212
997,,1.08,6,40.133443,-106.70218,Morrison Creek,A,EVENSON DAVIS DITCH 3,1,58,5801213
998,,2.08,6,40.134223,-106.701871,Morrison Creek,A,EVENSON DAVIS DITCH 4,1,58,5801214
999,,,6,40.523665,-106.976313,Farnsworth Creek,N,MESA DITCH,1,58,5801262
1000,,0.5,6,40.160905,-106.918068,Watson Creek,A,THREE PINES DITCH,1,58,5801264
1001,,0.5,6,40.117064,-106.903588,Phillips Creek,A,SCHALNUS DITCH,1,58,5801271
1002,,1.0,6,40.343745,-106.866174,Grouse Creek,A,HOAGLUND WASTEWATER D,1,58,5801285
1003,,,6,40.646878,-107.03282,Day Creek,H,WILLIAMS & TERRY D,1,58,5801306
1004,,1.0,6,40.252109,-106.856728,Middle Creek,A,STAGECOACH SKI BASE D,1,58,5801312
1005,,1.0,6,40.252109,-106.856728,Middle Creek,A,STAGECOACH SKI BASE D,1,58,5801312
1006,,1.0,6,40.424738,-106.823937,Yampa River,A,INTERSECTION DITCH,1,58,5801316
1007,,1.0,6,40.424738,-106.823937,Yampa River,A,INTERSECTION DITCH,1,58,5801316
